SELLER_ID,BUYER_ID,SELLER_NAME,BUYER_NAME,SELLER_NON_COMPLIANCE,BUYER_NON_COMPLIANCE,TOTAL_GROSS_SALES_AMOUNT,NO_OF_INVOICES
1737739372,3648613040,Graphic Client Concierge 3,Expert Integrity Technologies 5,0,0,16351.2,1
1737739372,1934321731,Graphic Client Concierge 3,Continential Wireless Worldwide 7,0,0,48806.40000000001,1
1862449294,2821220870,Global Solutions Studios 5,Integrity 4,0,0,86496.0,2
1862449294,4821739020,Global Solutions Studios 5,Internet Community Group 10,0,0,40328.4,1
6785441158,6111683034,Future Solutions LLC 7,Continential Data Corporation 4,0,0,164271.60000000003,3
6785441158,6111683034,Future Solutions LLC 7,Continential Data Corporation 4,0,0,60720.0,1
6785441158,7100566189,Future Solutions LLC 7,Open Unified Studios 3,0,0,84406.8,1
8747494459,1102143294,Quantum Server Universal 6,Moving Business 2,0,0,23125.199999999997,1
8747494459,709183361,Quantum Server Universal 6,"External Client Unlimited, Inc 6",0,0,22125.6,1
8747494459,7906552567,Quantum Server Universal 6,Expert Security Telecom,0,0,34456.8,1
8747494459,7376578271,Quantum Server Universal 6,Key Digital Concierge 5,0,0,55420.8,1
3648613040,3924211515,Expert Integrity Technologies 5,External Technologies Design 10,0,0,51072.0,1
3648613040,3922206760,Expert Integrity Technologies 5,Quantum Server Universal 9,0,0,34849.200000000004,1
3648613040,3090396347,Expert Integrity Technologies 5,Canadian Community Group 7,0,0,47671.200000000004,1
3648613040,8575591766,Expert Integrity Technologies 5,Cyber Security 5,0,0,62039.99999999999,1
3648613040,1810634394,Expert Integrity Technologies 5,Enigma Securities Group 6,0,0,23754.0,1
1488188447,5994220815,Automation Design 5,Indicative Opportunities Vision 10,0,0,74142.0,3
1488188447,5994220815,Automation Design 5,Indicative Opportunities Vision 10,0,0,43016.4,1
1488188447,9448368288,Automation Design 5,Continential Software Technologies 2,0,1,54031.2,1
572830723,3977476222,Ironclad Client Group 2,Certified Paradigm Concierge 8,0,0,236774.4,4
572830723,3977476222,Ironclad Client Group 2,Certified Paradigm Concierge 8,0,0,36300.0,1
572830723,22625097,Ironclad Client Group 2,"American Paradigm Unlimited, Inc 6",0,0,56822.399999999994,1
572830723,750880344,Ironclad Client Group 2,Indicative Opportunities Vision 3,0,1,61093.19999999998,1
2673094904,2514742412,Technical Paradigm Technologies 4,Graphic Outsourcing Studios 7,0,0,25219.2,1
2673094904,2934223355,Technical Paradigm Technologies 4,Administrative Automation Inc 10,0,0,89770.79999999999,1
1375506074,956783835,Agility Outsourcing Studios,Silicon Corp 4,0,1,94003.2,3
1375506074,956783835,Agility Outsourcing Studios,Silicon Corp 4,0,1,52921.2,1
1375506074,8075735333,Agility Outsourcing Studios,Continential Software Technologies,0,0,69415.2,1
1375506074,682709699,Agility Outsourcing Studios,"External Client Unlimited, Inc 7",0,0,46629.59999999999,1
5892780820,5463564268,North American Automation Concierge 4,Key Digital Concierge 2,0,0,94644.00000000001,2
5892780820,9702307647,North American Automation Concierge 4,Automation Design 9,0,1,38560.8,1
3904365159,6454754780,Corporate Opportunities Ltd 2,Quantum Wireless 4,0,0,53686.8,1
3904365159,5204377407,Corporate Opportunities Ltd 2,Ironclad Software Concierge,0,0,50442.0,1
225754259,215745180,Canadian Outsourcing 8,Global Solutions Studios 6,0,0,92325.6,2
225754259,7907185678,Canadian Outsourcing 8,Profit Server Concierge 10,0,0,31418.400000000005,1
5796749533,7710929923,Silicon Innovation LLC 9,Reliable Services Advertising 3,0,0,42265.200000000004,1
5796749533,3991336752,Silicon Innovation LLC 9,Cyber Security,0,1,25405.199999999997,1
3564477983,824821661,Graphic Client Concierge 6,Advanced Byte Inc 8,0,0,128984.40000000001,3
3564477983,824821661,Graphic Client Concierge 6,Advanced Byte Inc 8,0,0,32300.4,1
3564477983,1735824620,Graphic Client Concierge 6,Certified Paradigm Concierge 9,0,0,34215.600000000006,1
7877640203,9131188351,"Continential Automation Unlimited, Inc 6",Continential Software Technologies 8,0,0,16792.800000000003,1
7877640203,4791648658,"Continential Automation Unlimited, Inc 6",Profit Computer Concierge 6,0,1,128206.79999999999,3
7877640203,4791648658,"Continential Automation Unlimited, Inc 6",Profit Computer Concierge 6,0,1,41698.8,1
7877640203,7475454150,"Continential Automation Unlimited, Inc 6",Internal Computer Telecom 6,0,0,35517.6,1
7877640203,7741120328,"Continential Automation Unlimited, Inc 6",Profit Production Concierge 8,0,0,42835.2,1
8196721591,1069248951,Expert Trade Design 9,North American Trade Group 3,0,0,136807.2,3
8196721591,1069248951,Expert Trade Design 9,North American Trade Group 3,0,0,26823.600000000002,1
8196721591,9483038935,Expert Trade Design 9,Administrative Concierge 6,0,0,20473.2,1
8196721591,9433060545,Expert Trade Design 9,North American Automation Corp 6,0,0,27153.6,1
5148001406,6024932245,Internet Paradigm Concierge 9,Agility PC Advertising 5,0,0,48506.4,1
5148001406,5193394889,Internet Paradigm Concierge 9,Micro Production 10,0,0,99033.6,2
5148001406,1198914962,Internet Paradigm Concierge 9,Virtual Services Corporation 2,0,1,46111.2,1
6412717670,6201251350,"Continential Automation Unlimited, Inc 7",Ironclad Client Group,0,0,59045.99999999999,1
6412717670,1050420442,"Continential Automation Unlimited, Inc 7",Internet Computer Vision 3,0,0,41042.4,1
6412717670,1396368692,"Continential Automation Unlimited, Inc 7",Canadian Outsourcing 4,0,0,40659.6,1
480731217,6890410547,Canadian Community Group 3,Visual Interworks Design 4,0,0,165408.0,4
480731217,6890410547,Canadian Community Group 3,Visual Interworks Design 4,0,0,24360.000000000004,1
480731217,7492143622,Canadian Community Group 3,Profit Production Concierge 5,0,0,45915.600000000006,1
480731217,199290946,Canadian Community Group 3,Executive Unified Technologies,0,0,57513.600000000006,1
1437250343,8163272949,Proffessional Security Group 5,Red Hat Computer Resources 8,0,0,53041.200000000004,1
1437250343,3495386415,Proffessional Security Group 5,Visual Automation 9,0,0,70360.8,1
1102143294,5136445854,Moving Business 2,Cyber Integrity Universal,0,0,45993.600000000006,1
1102143294,4087597158,Moving Business 2,Expert Trade Design,0,0,77240.4,1
1102143294,8547290457,Moving Business 2,Internet Computer Vision 2,0,0,141480.0,3
1102143294,8547290457,Moving Business 2,Internet Computer Vision 2,0,0,33265.2,1
1102143294,3361255587,Moving Business 2,Silicon Corp 3,0,0,39393.6,1
1087359393,9682017292,Technical Networks Technologies 5,Visual Interworks Design 8,0,0,5041.2,1
1087359393,2026631170,Technical Networks Technologies 5,Moving Business 3,0,0,36352.8,1
1087359393,4905191198,Technical Networks Technologies 5,Expert Telecom 6,0,0,22647.6,1
1087359393,6299131946,Technical Networks Technologies 5,Cyber Integrity Universal 2,0,0,27664.8,2
1087359393,5711113269,Technical Networks Technologies 5,Quantum Interworks Advertising 3,0,0,22897.2,1
1609024961,8062387712,Technical PC Studios 5,Profit Server Concierge 6,0,0,61885.19999999999,1
1609024961,6865779416,Technical PC Studios 5,External Solutions LLC 10,0,0,22534.8,1
1465674966,7324289674,Profit Computer Concierge 3,Internet Computer Vision 8,0,0,60758.4,2
1465674966,369330013,Profit Computer Concierge 3,Expert Trade Design 4,0,0,18552.0,1
1465674966,2612579710,Profit Computer Concierge 3,Advanced Byte Inc 9,0,0,25986.0,1
8252221406,3652627578,Certified Integrity Technologies 3,Future Solutions LLC 3,0,0,75093.6,1
8252221406,4268117011,Certified Integrity Technologies 3,Network Cluster 9,0,0,45908.4,1
8252221406,8353655096,Certified Integrity Technologies 3,Cyber Paradigm Design 9,0,0,38668.8,1
8252221406,3971732894,Certified Integrity Technologies 3,Corporate Data Advertising 6,0,0,31711.199999999997,1
8252221406,8779068120,Certified Integrity Technologies 3,Key Wireless Corp,0,0,45876.0,1
8252221406,4500848147,Certified Integrity Technologies 3,"Continential Automation Unlimited, Inc",0,0,34252.8,1
8252221406,9915435354,Certified Integrity Technologies 3,External Technologies Design 3,0,0,57920.399999999994,1
5462237500,7263704197,Demo user,Enigma Securities Group 7,0,0,58113.6,1
5462237500,1484364152,Demo user,Key Wireless Corp 10,0,0,71325.6,1
5462237500,2981287970,Demo user,Profit Production Concierge,0,0,86284.79999999999,3
5462237500,2981287970,Demo user,Profit Production Concierge,0,0,54085.2,1
5462237500,7652152528,Demo user,Profit Computer Concierge 2,0,1,39390.0,1
9290157658,5934006968,Quantum Server Universal 3,External Solutions LLC 7,0,0,41420.4,1
9290157658,547965318,Quantum Server Universal 3,Ironclad Client Group 5,0,0,93015.6,1
9290157658,7852589996,Quantum Server Universal 3,External Technologies Design 5,0,0,101142.0,3
9290157658,7852589996,Quantum Server Universal 3,External Technologies Design 5,0,0,32584.800000000003,1
9290157658,5148374672,Quantum Server Universal 3,Canadian Community Group 8,0,0,19542.0,1
5953020128,8010202494,Technical Networks Technologies 9,Continential Wireless Worldwide 6,0,1,35821.2,1
5953020128,4886210621,Technical Networks Technologies 9,Agility Outsourcing Studios 9,0,0,111232.8,2
5953020128,2607972283,Technical Networks Technologies 9,Enigma Wireless Design 3,0,0,21187.199999999997,1
1868538215,6798940101,Expert Integrity Technologies 8,Executive Unified Technologies 4,0,0,110347.2,2
1868538215,8856430261,Expert Integrity Technologies 8,Key Wireless Corp 6,0,0,39344.4,1
7049065477,4055110703,Continential Data Corporation 7,Quantum Wireless 5,0,0,50227.2,2
7049065477,2606559611,Continential Data Corporation 7,Cyber Security 7,0,0,36387.6,1
5221555206,1488188447,External Media Corp 4,Automation Design 5,0,0,158655.59999999998,3
5221555206,1488188447,External Media Corp 4,Automation Design 5,0,0,30270.0,1
5221555206,3991336752,External Media Corp 4,Cyber Security,0,1,50235.59999999999,1
5221555206,4610695925,External Media Corp 4,Micro Interactive Resources 5,0,0,62265.6,1
7466304794,3811413399,Quantum Interworks Advertising,Key Digital Concierge 9,0,0,29446.8,1
7466304794,4214183550,Quantum Interworks Advertising,Expert Integrity Technologies,0,0,56907.600000000006,1
7466304794,4500305355,Quantum Interworks Advertising,External Technologies Design 6,0,0,62994.00000000001,1
7466304794,6785441158,Quantum Interworks Advertising,Future Solutions LLC 7,0,0,37485.600000000006,2
7466304794,5830762320,Quantum Interworks Advertising,Proffessional Networking Studios 2,0,0,30552.0,1
7379755317,6643235367,Proffessional Wireless Advertising,Technical PC Studios 10,1,0,138067.2,4
7379755317,6643235367,Proffessional Wireless Advertising,Technical PC Studios 10,1,0,37042.8,1
7379755317,5354714899,Proffessional Wireless Advertising,Micro Interactive Resources 4,1,0,70754.40000000001,1
7379755317,7492143622,Proffessional Wireless Advertising,Profit Production Concierge 5,1,0,37512.0,1
9572942552,1077206404,North American Trade Group 4,Technical Concepts Studios 9,1,0,52662.0,1
9572942552,2591623539,North American Trade Group 4,North American Interworks Studios 8,1,1,53466.0,1
9572942552,720266094,North American Trade Group 4,THC Construction,1,0,36726.0,1
9572942552,7621927979,North American Trade Group 4,Quantum Wireless 8,1,0,10965.599999999999,1
9572942552,3872268138,North American Trade Group 4,Micro Production 9,1,0,53826.0,1
4664007734,9052778206,Technical Concepts Studios,Red Hat Computer Resources 10,0,0,57266.4,1
4664007734,3187579103,Technical Concepts Studios,Continential Data Corporation 6,0,0,102508.8,2
4664007734,3004081538,Technical Concepts Studios,Reliable Services Advertising 2,0,1,18153.6,1
4664007734,2543587428,Technical Concepts Studios,Profit Server Concierge,0,0,49956.0,1
8795208037,8671994379,Network Cluster 6,Administrative Concierge 9,0,0,43635.600000000006,1
8795208037,5956988316,Network Cluster 6,Quantum Interworks Advertising 10,0,0,46777.2,1
8795208037,7907185678,Network Cluster 6,Profit Server Concierge 10,0,0,18790.8,1
8795208037,7883560264,Network Cluster 6,Certified Paradigm Concierge 3,0,0,99540.0,2
8795208037,3467729298,Network Cluster 6,Enigma Wireless Design 2,0,0,46544.4,1
8795208037,6885982819,Network Cluster 6,Expert Security Telecom 7,0,0,58226.399999999994,1
1934321731,2804138370,Continential Wireless Worldwide 7,Continential Data Corporation 2,0,1,29841.6,4
1934321731,2804138370,Continential Wireless Worldwide 7,Continential Data Corporation 2,0,1,49292.4,1
1934321731,1351821511,Continential Wireless Worldwide 7,Virtual Services Corporation 6,0,0,41680.8,1
1934321731,372264361,Continential Wireless Worldwide 7,North American Automation Concierge 9,0,0,43058.4,1
797267576,3198145138,Administrative Innovation 6,Virtual Services Corporation 5,0,0,72270.0,1
797267576,5106382010,Administrative Innovation 6,Expert Telecom 10,0,1,68734.8,1
6933928851,1487700293,Technical Paradigm Technologies 2,Expert Telecom 7,0,0,17910.0,1
6933928851,3186061663,Technical Paradigm Technologies 2,"Open Networks Unlimited, Inc 7",0,0,42684.0,1
6933928851,2444586117,Technical Paradigm Technologies 2,Agility Outsourcing Studios 3,0,0,60270.00000000001,1
6933928851,5934096644,Technical Paradigm Technologies 2,Integrity 7,0,0,55077.59999999999,1
6933928851,250998901,Technical Paradigm Technologies 2,Administrative Paradigm Universal 7,0,0,24489.6,1
4905191198,4132962296,Expert Telecom 6,Automation Design 6,0,0,52357.200000000004,1
4905191198,8300771067,Expert Telecom 6,Quantum Server Universal 10,0,0,27979.199999999997,1
5279710168,5908274880,Enigma Securities Group 9,North American Interworks Studios 5,0,0,36932.4,1
5279710168,6506900566,Enigma Securities Group 9,Internet Computer Vision 7,0,0,48879.6,1
5279710168,2488703080,Enigma Securities Group 9,Profit Server Concierge 9,0,0,50374.8,1
6854029210,2244157026,Open Unified Studios 10,Silicon Innovation LLC 2,0,1,276000.0,4
6854029210,2244157026,Open Unified Studios 10,Silicon Innovation LLC 2,0,1,59764.799999999996,1
6854029210,4480413531,Open Unified Studios 10,Canadian Outsourcing,0,1,31084.8,1
6854029210,8005663672,Open Unified Studios 10,Administrative Trade Telecom 7,0,1,26708.4,1
8657164971,750791970,Administrative Trade Telecom 2,Proffessional Technology 8,0,0,38293.200000000004,1
8657164971,3828290153,Administrative Trade Telecom 2,Internet Community Group,0,0,14131.2,1
8657164971,6798940101,Administrative Trade Telecom 2,Executive Unified Technologies 4,0,0,98575.20000000001,3
8657164971,6798940101,Administrative Trade Telecom 2,Executive Unified Technologies 4,0,0,37561.2,1
8657164971,2685680979,Administrative Trade Telecom 2,Administrative Paradigm Universal 8,0,0,12512.400000000001,1
6967842758,1170070623,Expert Integrity Technologies 2,Administrative Paradigm Universal 5,0,0,331315.19999999995,4
6967842758,1170070623,Expert Integrity Technologies 2,Administrative Paradigm Universal 5,0,0,58559.99999999999,1
6967842758,4231933624,Expert Integrity Technologies 2,Internet Paradigm Concierge 7,0,0,74811.6,1
6967842758,3054613122,Expert Integrity Technologies 2,Administrative Innovation 4,0,0,40580.4,1
5963233333,1158429050,Agility PC Advertising 9,Profit Server Concierge 7,0,0,29946.0,1
5963233333,2532964651,Agility PC Advertising 9,Proffessional Networking Studios 7,0,1,121856.40000000001,3
5963233333,2532964651,Agility PC Advertising 9,Proffessional Networking Studios 7,0,1,54573.6,1
5963233333,9179873185,Agility PC Advertising 9,Canadian Consulting Design 9,0,0,51094.8,1
3843825644,5833492782,Romania Clothes Store,Administrative Concierge 3,0,0,78388.8,1
3843825644,6122464607,Romania Clothes Store,Profit Server Concierge 4,0,0,38745.59999999999,1
3843825644,1849121586,Romania Clothes Store,Quantum Interworks Advertising 4,0,0,16292.399999999998,1
3843825644,7630507122,Romania Clothes Store,Quantum Server Universal 8,0,0,28871.999999999996,1
5932607126,1087359393,Cyber Security 4,Technical Networks Technologies 5,0,0,32785.2,1
5932607126,4206827182,Cyber Security 4,Graphic Outsourcing Studios 5,0,0,58212.0,2
5932607126,5956988316,Cyber Security 4,Quantum Interworks Advertising 10,0,0,59599.2,2
1906096174,2006857412,Silicon Experts Technologies 9,Cyber Paradigm Design 5,0,0,80067.6,3
1906096174,2006857412,Silicon Experts Technologies 9,Cyber Paradigm Design 5,0,0,24946.8,1
1906096174,8301881196,Silicon Experts Technologies 9,Proffessional Technology 5,0,0,36702.0,1
1906096174,2088653079,Silicon Experts Technologies 9,Indicative Community Technologies 8,0,0,51373.2,1
1204905808,8917615583,Network Server Studios 4,Automation Design,1,0,60991.2,2
1204905808,6928658020,Network Server Studios 4,External Technologies Design,1,0,60945.600000000006,1
1204905808,2979128255,Network Server Studios 4,Future Solutions LLC 5,1,0,69405.59999999999,1
8131440788,447429872,Graphic Server Universal 3,External Media Corp 7,0,0,70526.4,1
8131440788,3035976573,Graphic Server Universal 3,"External Client Unlimited, Inc 2",0,0,42739.2,1
9244014030,4562152057,Indicative Community Resources 5,Certified Paradigm Concierge 10,0,0,49459.200000000004,2
9244014030,7466304794,Indicative Community Resources 5,Quantum Interworks Advertising,0,0,22838.399999999998,1
2234610356,4144146297,Advanced Byte Firm 8,Certified Security,0,0,135097.19999999998,3
2234610356,4144146297,Advanced Byte Firm 8,Certified Security,0,0,50563.2,1
2234610356,8547290457,Advanced Byte Firm 8,Internet Computer Vision 2,0,0,42712.8,1
2681438250,3100378290,aaaaa,Ironclad Client Group 7,0,1,31258.800000000003,1
2681438250,6294987222,aaaaa,Silicon Opportunities LLC 7,0,0,89152.79999999999,2
2681438250,1207554047,aaaaa,Silicon Innovation LLC 5,0,1,29708.399999999998,1
2877601485,4068431076,Corporate Data Advertising 3,Technical Computer Ltd 4,0,0,55156.8,1
2877601485,4873016257,Corporate Data Advertising 3,Silicon Corp 9,0,0,47078.399999999994,1
2877601485,2423907079,Corporate Data Advertising 3,Graphic Client Concierge 7,0,0,137779.2,2
2877601485,9063890305,Corporate Data Advertising 3,Future Solutions LLC 9,0,0,39590.4,1
2877601485,5611529312,Corporate Data Advertising 3,Silicon Opportunities LLC 4,0,0,40627.2,1
4456917425,4647577130,Silicon Corp 6,Red Hat Computer Resources 2,0,0,49122.0,1
4456917425,4500305355,Silicon Corp 6,External Technologies Design 6,0,0,21002.4,1
4456917425,2742637606,Silicon Corp 6,Ironclad Client Group 8,0,1,37237.2,1
4456917425,7790814335,Silicon Corp 6,Agility Outsourcing Studios 7,0,0,151228.8,2
4456917425,6412717670,Silicon Corp 6,"Continential Automation Unlimited, Inc 7",0,0,53450.40000000001,1
9405142220,6187962047,Ironclad Client Group 9,Internet Computer Vision 6,0,0,40258.8,1
9405142220,4886210621,Ironclad Client Group 9,Agility Outsourcing Studios 9,0,0,145116.0,3
9405142220,4886210621,Ironclad Client Group 9,Agility Outsourcing Studios 9,0,0,42781.2,1
9405142220,6701054271,Ironclad Client Group 9,External Media Corp 5,0,0,21997.2,1
6779571159,2135279539,Silicon Experts Technologies,Expert Trade Design 10,0,0,26792.4,1
6779571159,5693098776,Silicon Experts Technologies,Corporate Data Advertising,0,0,38046.0,1
6779571159,2591640524,Silicon Experts Technologies,Key Byte Group 7,0,1,48532.799999999996,1
6779571159,9352898330,Silicon Experts Technologies,Reliable Services Advertising 5,0,0,48769.2,1
6779571159,1025181067,Silicon Experts Technologies,Cyber Innovation Corp 2,0,0,30028.8,1
6779571159,6109599688,Silicon Experts Technologies,Expert Integrity Technologies 6,0,0,54945.6,1
1050420442,7919176680,Internet Computer Vision 3,Key Digital Concierge,0,0,24752.4,1
1050420442,2423907079,Internet Computer Vision 3,Graphic Client Concierge 7,0,0,83088.0,3
1050420442,2423907079,Internet Computer Vision 3,Graphic Client Concierge 7,0,0,35556.0,1
1050420442,2857611612,Internet Computer Vision 3,Canadian Media Design 8,0,0,31776.0,1
1050420442,8416216486,Internet Computer Vision 3,Technical Networks Technologies 8,0,0,71607.59999999999,1
2210930032,9294563470,Agility PC Advertising 8,Global Solutions Studios,0,0,43882.8,1
2210930032,8916558390,Agility PC Advertising 8,Proffessional Wireless Advertising 5,0,0,98671.2,2
2210930032,3489211998,Agility PC Advertising 8,Network Cluster 2,0,0,33903.6,1
2210930032,1405005441,Agility PC Advertising 8,Indicative Community Technologies 2,0,0,49011.600000000006,1
4607597465,1590652182,Continential Data Corporation 3,Certified Integrity Technologies 4,0,0,74948.40000000001,3
4607597465,1590652182,Continential Data Corporation 3,Certified Integrity Technologies 4,0,0,50120.399999999994,1
4607597465,3993049792,Continential Data Corporation 3,Administrative Innovation 8,0,0,49825.2,1
4607597465,3029827520,Continential Data Corporation 3,Ironclad Client Group 6,0,0,46804.8,1
9113914333,7883560264,Proffessional Networking Studios 8,Certified Paradigm Concierge 3,0,0,114969.6,3
9113914333,7883560264,Proffessional Networking Studios 8,Certified Paradigm Concierge 3,0,0,40636.8,1
9113914333,5908274880,Proffessional Networking Studios 8,North American Interworks Studios 5,0,0,39864.0,1
9113914333,6577904241,Proffessional Networking Studios 8,North American Trade Group 6,0,0,45819.600000000006,1
7919176680,7029928924,Key Digital Concierge,Cyber Innovation Corp 10,0,0,24865.2,1
7919176680,9009632139,Key Digital Concierge,Canadian Media Design 3,0,0,55353.600000000006,1
7919176680,9120965799,Key Digital Concierge,Proffessional Wireless Advertising 8,0,0,122752.79999999999,3
7919176680,9120965799,Key Digital Concierge,Proffessional Wireless Advertising 8,0,0,39093.6,1
7919176680,2877601485,Key Digital Concierge,Corporate Data Advertising 3,0,0,29872.8,1
1718959097,4492471564,Technical Paradigm Technologies 10,"External Client Unlimited, Inc 3",0,0,42975.600000000006,1
1718959097,1735824620,Technical Paradigm Technologies 10,Certified Paradigm Concierge 9,0,0,68800.8,1
