TXPYR_ID,TXPYR_IDTYPE,TXPYR_NAME,BUSINESS_TYPE,BALANCE,RATIO_OF_PAYMENTS_DUE,NON_COMPL_PROB,BANKRUPTCY_PROB,INVOICED_SALES_AMOUNT,INVOICED_SALES_TAX_AMOUNT,INVOICED_PURCHASED_AMOUNT,YEAR
5354714899,TIN,Micro Interactive Resources 4,Chartered Company,260651,0.0,0.4127537204491583,0.18206696170934736,129661.20000000001,21610.200000000004,210020.4,2019
1737739372,TIN,Graphic Client Concierge 3,Chartered Company,118991,0.5372022534723699,0.8620628624349247,0.4506114054852247,120972.00000000001,20162.00000000001,83904.0,2019
1862449294,TIN,Global Solutions Studios 5,Public Limited Company,206135,0.0,0.2293024075020594,0.3205142545280671,146392.8,24398.799999999996,105178.8,2019
6785441158,TIN,Future Solutions LLC 7,Unlimited Partnership,202715,0.0,0.7219437392412977,0.6792894426252694,285126.0,47521.00000000002,62293.2,2019
8747494459,TIN,Quantum Server Universal 6,Public Limited Company,259278,0.0,0.5213491388762095,0.2138925882442321,135128.40000000002,22521.4,139861.2,2019
3648613040,TIN,Expert Integrity Technologies 5,Statutory Company,199035,0.3730111993535179,0.18486717841283828,0.3795106905113633,219386.40000000002,36564.4,190494.0,2019
1488188447,TIN,Automation Design 5,Chartered Company,182855,0.0,0.485108315297405,0.8107386274084238,200690.40000000002,33448.4,437806.8,2019
572830723,TIN,Ironclad Client Group 2,Private Company Limited by Shares,114980,0.0,0.419710834771327,0.04572941568647916,349302.0,58216.99999999997,100030.79999999999,2019
2673094904,TIN,Technical Paradigm Technologies 4,Private Company Limited by Shares,106149,0.0,0.05139776905206252,0.016643512483851274,114989.99999999999,19164.99999999999,36381.6,2019
1375506074,TIN,Agility Outsourcing Studios,Unlimited Partnership,32143,0.0,0.23955452410108005,0.16767748992909456,248768.39999999997,41461.39999999998,149312.4,2019
5892780820,TIN,North American Automation Concierge 4,Statutory Company,114141,0.0,0.5752787775829308,0.6696922313791259,114189.6,19031.60000000001,156292.80000000002,2019
3904365159,TIN,Corporate Opportunities Ltd 2,Unlimited Partnership,201910,0.0,0.25305931054184594,0.5549336890774625,104128.8,17354.800000000003,435585.6,2019
225754259,TIN,Canadian Outsourcing 8,Private Company Limited by Shares,62058,0.0,0.8452148052565008,0.3840546096410346,152936.4,25489.400000000005,245388.0,2019
5796749533,TIN,Silicon Innovation LLC 9,Statutory Company,240069,0.0,0.8046703255160359,0.31899763559236294,67670.4,11278.400000000001,483411.5999999999,2019
3564477983,TIN,Graphic Client Concierge 6,Unlimited Partnership,293474,0.0,0.10097647414544834,0.4248171761079035,162307.2,27051.20000000001,344217.6,2019
7877640203,TIN,"Continential Automation Unlimited, Inc 6",Subsidiary Company,130305,0.0,0.40346080697554915,0.8553234546916814,253023.59999999998,42170.6,50640.0,2019
8196721591,TIN,Expert Trade Design 9,Limited Partnership,104481,0.0,0.6731041196395301,0.5606019403535069,204213.6,34035.6,207164.4,2019
5148001406,TIN,Internet Paradigm Concierge 9,Statutory Company,85016,0.0,0.6431788817769195,0.26363501797148603,174975.6,29162.6,179881.2,2019
6412717670,TIN,"Continential Automation Unlimited, Inc 7",Holding Company,239899,0.0,0.13221632157396213,0.43869622272486103,140748.0,23457.999999999993,230791.2,2019
480731217,TIN,Canadian Community Group 3,Holding Company,81219,0.0,0.034904735503880145,0.4027239945010937,307626.0,51271.000000000015,82836.0,2019
1437250343,TIN,Proffessional Security Group 5,Sole Proprietorship,49313,0.4994353989424569,0.2418896000669249,0.06906104878144688,123402.0,20567.000000000007,22558.8,2019
1102143294,TIN,Moving Business 2,Subsidiary Company,254982,0.0,0.055242849718314106,0.3999930419398999,334778.39999999997,55796.399999999994,260008.80000000005,2019
1087359393,TIN,Technical Networks Technologies 5,Private Company Limited by Shares,198654,0.0,0.26955440673229397,0.8611029093540846,166094.40000000002,27682.400000000005,308233.2,2019
1609024961,TIN,Technical PC Studios 5,Limited Partnership,92081,0.0,0.07117230841630133,0.7824366175225163,84419.99999999999,14069.999999999989,224067.6,2019
1465674966,TIN,Profit Computer Concierge 3,Private Company Limited by Shares,49902,0.0,0.35155892268259203,0.5283182463997297,139579.2,23263.2,274234.8,2019
8252221406,TIN,Certified Integrity Technologies 3,Limited Partnership,44651,0.0,0.0009299383037480902,0.8592872910253548,329431.19999999995,54905.200000000004,75826.8,2019
5462237500,TIN,Demo user,Statutory Company,244700,0.0,0.2780621466295361,0.062143696625296584,372057.6,62009.59999999999,107590.79999999999,2019
9290157658,TIN,Quantum Server Universal 3,Chartered Company,153886,0.0,0.30298789705335144,0.07465679776851293,319944.0,53324.000000000015,302835.60000000003,2019
5953020128,TIN,Technical Networks Technologies 9,Private Company Limited by Shares,35548,0.0,0.5981756406597782,0.8302580783138641,146534.40000000002,24422.399999999994,209416.8,2019
1868538215,TIN,Expert Integrity Technologies 8,Limited Partnership,228916,0.0,0.890271634557933,0.5283510981196715,140500.8,23416.800000000003,550179.6,2019
7049065477,TIN,Continential Data Corporation 7,Public Limited Company,291126,0.0,0.6996918736189262,0.31544384861701363,114306.0,19050.999999999993,293582.4,2019
5221555206,TIN,External Media Corp 4,Statutory Company,280381,0.0,0.7793918792439014,0.17013305176988056,303898.79999999993,50649.79999999999,129283.2,2019
7466304794,TIN,Quantum Interworks Advertising,Limited Partnership,265729,0.0,0.6044880965331151,0.5209205321328189,222189.6,37031.60000000001,69433.2,2019
7379755317,TIN,Proffessional Wireless Advertising,Chartered Company,64835,0.0,0.4217943806519795,0.8137797735268486,360840.0,60140.00000000002,276278.4,2019
9572942552,TIN,North American Trade Group 4,Public Limited Company,149152,0.0,0.32300217833395833,0.3276303693911179,207645.6,34607.6,62076.0,2019
4664007734,TIN,Technical Concepts Studios,Public Limited Company,212477,0.0,0.2092703033457148,0.8647089302660439,203755.2,33959.2,168123.59999999998,2019
8795208037,TIN,Network Cluster 6,Private Company Limited by Shares,208556,0.0,0.6457844223016975,0.6638538996004022,292844.4,48807.399999999994,0.0,2019
1934321731,TIN,Continential Wireless Worldwide 7,Public Limited Company,210307,0.0,0.627205715053439,0.6542833523107383,287571.6,47928.60000000001,231349.2,2019
797267576,TIN,Administrative Innovation 6,Sole Proprietorship,82493,0.5291891832228923,0.03784786746742443,0.3484744291030103,141004.8,23500.800000000003,88179.6,2019
6933928851,TIN,Technical Paradigm Technologies 2,Public Limited Company,239737,0.0,0.14254989456781694,0.34771612905767046,200431.19999999998,33405.2,341877.6,2019
4905191198,TIN,Expert Telecom 6,Limited Partnership,253168,0.0,0.05386757910244947,0.8241697525726507,80336.4,13389.400000000001,516066.0,2019
5279710168,TIN,Enigma Securities Group 9,Sole Proprietorship,55007,0.0,0.6527276788861393,0.38047891955419516,136186.8,22697.800000000003,178396.8,2019
6854029210,TIN,Open Unified Studios 10,Subsidiary Company,19883,0.0,0.18343197443787684,0.5509799918092453,300584.4,50097.4,382393.19999999995,2019
8657164971,TIN,Administrative Trade Telecom 2,Holding Company,252805,0.0,0.5459951732587768,0.2532239180455036,195734.4,32622.400000000005,175575.60000000003,2019
6967842758,TIN,Expert Integrity Technologies 2,Private Company Limited by Shares,69760,0.0,0.2219159707154518,0.3626012450182465,381962.4,63660.39999999999,284966.4,2019
5963233333,TIN,Agility PC Advertising 9,Chartered Company,104566,0.0,0.3101108858531864,0.6138664190873541,216651.59999999998,36108.600000000006,557186.3999999999,2019
3843825644,TIN,Romania Clothes Store,Chartered Company,35743,0.0,0.5134686488733455,0.0528194137760869,162298.8,27049.79999999999,19369.199999999997,2019
5932607126,TIN,Cyber Security 4,Limited Partnership,135551,0.0,0.0055178937832082164,0.7400820416517451,184527.6,30754.6,89182.79999999999,2019
1906096174,TIN,Silicon Experts Technologies 9,Chartered Company,129298,0.0,0.7931203032246752,0.1027134870488339,219742.8,36623.799999999996,359866.80000000005,2019
1204905808,TIN,Network Server Studios 4,Chartered Company,146171,0.0,0.6403234463877969,0.423455521021252,194686.8,32447.799999999996,31284.0,2019
8131440788,TIN,Graphic Server Universal 3,Private Company Limited by Shares,191128,0.0,0.7601529050850822,0.5139499894233088,113265.59999999999,18877.59999999999,335872.8,2019
9244014030,TIN,Indicative Community Resources 5,Private Company Limited by Shares,145569,0.0,0.3935108883516135,0.14022188330220184,118400.40000000001,19733.40000000001,270724.8,2019
2234610356,TIN,Advanced Byte Firm 8,Holding Company,277296,0.0,0.4150573971212434,0.3993858173200111,196245.59999999998,32707.59999999999,81434.4,2019
2681438250,TIN,aaaaa,Sole Proprietorship,70322,0.0,0.3497446124161744,0.5179774500247177,158850.0,26475.000000000004,0.0,2019
2877601485,TIN,Corporate Data Advertising 3,Subsidiary Company,173003,0.0,0.7609632359646875,0.29882467038574406,301418.39999999997,50236.399999999994,29872.8,2019
4456917425,TIN,Silicon Corp 6,Unlimited Partnership,166982,0.0,0.4565312475276935,0.12919874837695808,296463.60000000003,49410.6,233257.19999999995,2019
9405142220,TIN,Ironclad Client Group 9,Limited Partnership,258343,0.0,0.4508050377593684,0.0034455195987406206,228177.60000000003,38029.59999999999,216568.8,2019
6779571159,TIN,Silicon Experts Technologies,Unlimited Partnership,192687,0.0,0.5044888488903492,0.033756748999258734,247114.8,41185.79999999999,264806.4,2019
1050420442,TIN,Internet Computer Vision 3,Unlimited Partnership,266366,0.0,0.6446080817243606,0.7028511426713596,268171.19999999995,44695.19999999998,480855.6,2019
2210930032,TIN,Agility PC Advertising 8,Holding Company,100800,0.0,0.6462656991872446,0.53542277624234,245713.2,40952.20000000001,0.0,2019
4607597465,TIN,Continential Data Corporation 3,Holding Company,174520,0.0,0.8732888352225998,0.215445311910097,281035.2,46839.200000000004,185288.40000000002,2019
9113914333,TIN,Proffessional Networking Studios 8,Subsidiary Company,112446,0.0,0.012417994828719815,0.4034108803762167,252735.6,42122.600000000006,262014.0,2019
7919176680,TIN,Key Digital Concierge,Holding Company,112236,0.0,0.2523865235459875,0.291864186695123,278305.2,46384.20000000001,470524.8,2019
1718959097,TIN,Technical Paradigm Technologies 10,Chartered Company,225733,0.0,0.8300212711475607,0.29569744056480085,243970.8,40661.8,475407.60000000003,2019
2620711188,TIN,Technical Concepts Studios 5,Limited Partnership,67942,0.0,0.2769774662938912,0.2533420493936438,189372.0,31562.000000000007,631001.9999999999,2019
6359949725,TIN,Technical PC Studios 6,Private Company Limited by Shares,102939,0.0,0.8289017748541999,0.20542703148506183,252038.4,42006.4,120967.20000000001,2019
3303435297,TIN,Administrative Paradigm Universal 2,Subsidiary Company,41124,0.46251749810707865,0.13467068740708613,0.4051518554357159,250772.4,41795.4,152654.4,2019
3977476222,TIN,Certified Paradigm Concierge 8,Chartered Company,35935,0.0,0.11084926572817325,0.23855404524399212,152936.4,25489.399999999998,430910.39999999997,2019
4570075413,TIN,Administrative Concierge 7,Private Company Limited by Shares,216433,0.16709785044264802,0.8007973090053208,0.828350821950944,213158.40000000002,35526.40000000001,196156.8,2019
9655374422,TIN,Internal Computer Telecom 8,Unlimited Partnership,205567,0.0,0.3428636670613049,0.38155403024339424,219393.59999999998,36565.59999999999,173037.59999999998,2019
6294987222,TIN,Silicon Opportunities LLC 7,Unlimited Partnership,232016,0.0,0.7055926465927541,0.8013779613613616,176096.4,29349.4,268221.6,2019
8089463638,TIN,North American Automation Corp 2,Unlimited Partnership,221806,0.0,0.7357138404731426,0.7621541658639035,188444.40000000002,31407.4,235058.4,2019
7644290102,TIN,Canadian Media Design 10,Limited Partnership,298362,0.5485131261418841,0.3796009556271917,0.002172341946651235,158605.2,26434.200000000004,287523.60000000003,2019
6251831440,TIN,Advanced Byte Firm 6,Chartered Company,149260,0.0,0.062771918949808,0.1594968598077966,315781.19999999995,52630.200000000004,180248.4,2019
6623645580,TIN,Continential Wireless Worldwide 2,Sole Proprietorship,84186,0.0,0.10311170875838672,0.2579891744275366,160124.4,26687.4,99932.40000000001,2019
4844937858,TIN,"Micro Client Unlimited, Inc 8",Limited Partnership,176198,0.0,0.2215624944635127,0.6043164723402427,232814.4,38802.399999999994,798867.6,2019
9657837798,TIN,"Profit Interactive Unlimited, Inc 4",Private Company Limited by Shares,210588,0.0,0.6784321303776082,0.43726459034142073,269900.4,44983.4,112857.6,2019
7710929923,TIN,Reliable Services Advertising 3,Unlimited Partnership,160301,0.0,0.6302895263489254,0.04022060633201,108967.2,18161.199999999997,182458.80000000002,2019
632867898,TIN,Expert Trade Design 3,Unlimited Partnership,285452,0.0,0.5142395984782764,0.6126122955769208,244321.2,40720.2,63496.8,2019
3238974983,TIN,"Micro Client Unlimited, Inc 4",Limited Partnership,73543,0.0,0.3263107246398644,0.7200731461009835,76231.2,12705.199999999997,115765.2,2019
1335706514,TIN,Quantum Integrity LLC 3,Subsidiary Company,54364,0.0,0.893985166409719,0.5962414903147039,202693.2,33782.200000000004,51992.4,2019
4411508876,TIN,North American Automation Corp 10,Private Company Limited by Shares,297227,0.0,0.6243504882151965,0.5605776954126728,294325.2,49054.200000000004,170120.4,2019
1601512671,TIN,Agility PC Advertising 7,Chartered Company,78635,0.0,0.4255429754668863,0.8939960790935926,79885.2,13314.2,358525.2,2019
2910762580,TIN,Certified Paradigm Concierge 4,Public Limited Company,204456,0.0,0.5840303670648285,0.22515592323266623,177216.0,29536.0,86662.8,2019
8856430261,TIN,Key Wireless Corp 6,Unlimited Partnership,83399,0.0,0.45825713796953116,0.5442306078875329,95372.40000000001,15895.399999999998,185865.59999999998,2019
3246160651,TIN,Internal Computer Telecom 9,Limited Partnership,211130,0.0,0.5802993347115575,0.3008233864693381,304879.19999999995,50813.19999999999,140310.0,2019
7712104086,TIN,Technical PC Studios 2,Statutory Company,198299,0.0,0.027736615416619214,0.4938899786550396,253872.0,42312.0,105502.79999999999,2019
6454754780,TIN,Quantum Wireless 4,Unlimited Partnership,236012,0.0,0.04131061412039568,0.6623395104457516,119402.4,19900.399999999994,53686.8,2019
2081094397,TIN,Ironclad Software Concierge 10,Holding Company,176436,0.0,0.01823305196421118,0.16863246685906433,147992.40000000002,24665.400000000005,231922.8,2019
3773598330,TIN,Internal Unified Technologies 3,Limited Partnership,170447,0.0,0.5375425736098657,0.06198831993721634,90837.6,15139.599999999997,218803.2,2019
987334208,TIN,External Media Corp 3,Unlimited Partnership,204774,0.0,0.6409099423829224,0.6507344021853044,244902.0,40816.99999999999,97741.20000000001,2019
7946248025,TIN,TESTARA,Holding Company,146122,0.0,0.19718526286681806,0.43219866315154576,103180.79999999999,17196.799999999996,59157.600000000006,2019
738559750,TIN,Administrative Paradigm Universal 10,Sole Proprietorship,96170,0.0,0.16545341749277595,0.5783897129868716,258930.0,43155.00000000001,151462.80000000002,2019
4785277087,TIN,Cyber Paradigm Design 10,Limited Partnership,203974,0.0,0.7493006522670268,0.76936636676342,272727.60000000003,45454.600000000006,225062.40000000002,2019
753242257,TIN,Cyber Innovation Corp 8,Public Limited Company,275569,0.35818037180139506,0.29598565903852736,0.10698318665564177,155599.19999999998,25933.19999999999,112170.0,2019
472082997,TIN,North American Interworks Studios 10,Sole Proprietorship,168608,0.0,0.3637668921016742,0.8136232207415581,184638.0,30773.000000000015,104894.4,2019
5830762320,TIN,Proffessional Networking Studios 2,Unlimited Partnership,297129,0.0,0.7150743613959525,0.11800678031931247,203839.2,33973.20000000001,243453.60000000003,2019
7492143622,TIN,Profit Production Concierge 5,Holding Company,289235,0.0,0.724474942836105,0.2484910614128663,132104.4,22017.400000000005,345013.2,2019
7957783282,TIN,Integrity 5,Private Company Limited by Shares,252086,0.0,0.8664674837455197,0.8172187011818307,241936.80000000002,40322.80000000002,194984.4,2019
5319481439,TIN,Proffessional Technology 9,Limited Partnership,50056,0.0,0.4294840850727888,0.5475567225482699,142652.40000000002,23775.40000000001,109005.6,2019
5442690470,TIN,Certified Paradigm Concierge,Chartered Company,267975,0.0,0.8038494233715774,0.7025249878189732,216001.19999999998,36000.2,141093.59999999998,2019
4817433481,TIN,Enigma Wireless Design 7,Chartered Company,234796,0.0,0.5951427307618721,0.1147883696536505,104159.99999999999,17359.999999999993,108753.59999999999,2019
3922235136,TIN,Reliable Services Advertising 10,Limited Partnership,205550,0.35630673476459607,0.09071027919513075,0.4498516772571367,129310.80000000002,21551.800000000007,209577.6,2019
5765720475,TIN,Silicon Corp 5,Limited Partnership,72055,0.25960404080236027,0.4578601282935713,0.16634534377226978,274360.8,45726.8,137550.0,2019
4174455539,TIN,Silicon Experts Technologies 7,Subsidiary Company,250541,0.0,0.8173354944266512,0.0697050132737721,111590.4,18598.4,280713.6,2019
6959395583,TIN,Certified Paradigm Concierge 2,Subsidiary Company,258045,0.0,0.4700067428461056,0.12055143520699803,87268.8,14544.8,85017.6,2019
3298087884,TIN,Proffessional Wireless Advertising 7,Private Company Limited by Shares,150112,0.0,0.2274545964897455,0.4999422287477419,181348.8,30224.79999999999,224140.8,2019
2728659774,TIN,Advanced Byte Firm 4,Sole Proprietorship,22446,0.0,0.3885346509572945,0.037545462787635174,203257.2,33876.20000000001,293791.19999999995,2019
1810634394,TIN,Enigma Securities Group 6,Unlimited Partnership,136678,0.0,0.7423787626290118,0.42986738089786947,348300.0,58050.00000000001,241063.2,2019
2612579710,TIN,Advanced Byte Inc 9,Public Limited Company,72261,0.0,0.09630920834295403,0.4317067794127848,82177.2,13696.199999999997,137929.2,2019
3752969322,TIN,Red Hat Computer Resources 9,Statutory Company,210881,0.0,0.8095488122509368,0.6036981238887187,103594.79999999999,17265.799999999996,159645.6,2019
1351821511,TIN,Virtual Services Corporation 6,Statutory Company,163428,0.34280439252271433,0.824739493499167,0.3792753073512785,330801.6,55133.6,155106.0,2019
7670415549,TIN,Internet Computer Vision 4,Unlimited Partnership,71200,0.0,0.14700063830567822,0.7026200268274895,154866.0,25810.999999999993,79789.2,2019
4424613580,TIN,"Continential Automation Unlimited, Inc 2",Limited Partnership,101186,0.0,0.2367781876823489,0.1819486893402911,230860.8,38476.79999999999,210122.40000000002,2019
7621927979,TIN,Quantum Wireless 8,Private Company Limited by Shares,42406,0.0,0.5288501294195352,0.01931042466811238,268128.0,44687.99999999999,253963.2,2019
9527466656,TIN,Quantum Server Universal 5,Statutory Company,193558,0.0,0.23263538983663085,0.5569839320513117,256035.60000000003,42672.59999999999,189853.2,2019
5149171142,TIN,Proffessional Security Group 7,Sole Proprietorship,188609,0.0,0.2926498487002649,0.7720362368363121,226864.80000000002,37810.8,271405.2,2019
3106509415,TIN,Technical PC Studios,Public Limited Company,171142,0.1371171053211748,0.17287350677329158,0.32958356854143245,219278.4,36546.39999999998,68679.59999999999,2019
5511368701,TIN,Enigma Securities Group 5,Private Company Limited by Shares,100707,0.0,0.323608607317804,0.39604650211361275,233859.60000000003,38976.60000000002,116937.6,2019
7652587106,TIN,Micro Interactive Resources 9,Subsidiary Company,242763,0.0,0.53678897273843,0.16939265711096765,268486.8,44747.79999999998,113618.40000000001,2019
1857577737,TIN,Key Wireless Corp 9,Limited Partnership,33779,0.0,0.07670623419361322,0.6924277043003286,266143.2,44357.2,24135.600000000002,2019
1780855274,TIN,Silicon Corp 8,Limited Partnership,177245,0.0,0.7078730286943693,0.4289565114352782,257817.59999999998,42969.60000000001,183450.0,2019
2753544847,TIN,Certified Integrity Technologies 2,Unlimited Partnership,92354,0.6851556834359949,0.244798290742607,0.7629528604796799,261094.80000000002,43515.79999999999,160279.19999999998,2019
5261962196,TIN,Ironclad Software Concierge 4,Unlimited Partnership,29849,0.0,0.018363295562328907,0.16976244946565175,134140.8,22356.799999999996,305606.39999999997,2019
4800218220,TIN,Network Server Studios,Limited Partnership,208241,0.1344179417117389,0.1228392768330136,0.543472544719894,136981.2,22830.199999999997,143353.2,2019
6111683034,TIN,Continential Data Corporation 4,Subsidiary Company,177283,0.0,0.3902390706312651,0.6752377795791011,88183.2,14697.199999999997,219300.0,2019
8293664779,TIN,Corporate Data Advertising 9,Holding Company,243947,0.0,0.5451218184298616,0.08755066762095734,145495.19999999998,24249.199999999993,101545.20000000001,2019
9179873185,TIN,Canadian Consulting Design 9,Limited Partnership,290630,0.0,0.3679457032663552,0.1488666000053774,274593.6,45765.600000000006,209396.39999999997,2019
5143029403,TIN,Advanced Byte Inc 2,Limited Partnership,285193,0.0,0.26961163938010274,0.2350524870484547,272510.4,45418.40000000001,246900.0,2019
9477371228,TIN,Key Digital Concierge 7,Holding Company,150046,0.0,0.5947768449569623,0.14529818169216355,129529.19999999998,21588.19999999999,107475.6,2019
4233608040,TIN,North American Automation Corp,Sole Proprietorship,255241,0.0,0.28051992081316385,0.1765360838486216,366639.6,61106.60000000002,162290.40000000002,2019
5277194372,TIN,Key Byte Group 2,Sole Proprietorship,105416,0.19274642222069105,0.7069072706681427,0.5027277828600079,328128.0,54687.99999999998,91216.79999999999,2019
3554167924,TIN,Automation Design 8,Subsidiary Company,85350,0.0,0.4735298624163492,0.19484825566193584,110829.6,18471.600000000006,22989.6,2019
6299131946,TIN,Cyber Integrity Universal 2,Public Limited Company,227978,0.0,0.4012258796885837,0.5966584309953401,166471.2,27745.200000000004,288740.4,2019
4501359742,TIN,Advanced Byte Inc 7,Private Company Limited by Shares,75594,0.41158552042785146,0.3607452284043425,0.8423996519781897,189003.6,31500.600000000006,142359.6,2019
5950950643,TIN,Ironclad Client Group 4,Limited Partnership,260379,0.0,0.314972204596908,0.37231532059747063,69345.6,11557.600000000006,140140.8,2019
8706984517,TIN,Internet Computer Vision,Subsidiary Company,165282,0.0,0.14473988032064686,0.010561168076980177,80686.79999999999,13447.799999999996,191792.40000000002,2019
3224364660,TIN,Open Unified Studios 9,Chartered Company,24536,0.0,0.06968268841157531,0.07536656433337106,114753.59999999999,19125.6,77955.6,2019
7905520242,TIN,Indicative Community Resources 6,Subsidiary Company,275698,0.0,0.6180160300116848,0.1712680071363835,125038.80000000002,20839.80000000001,268113.6,2019
1849121586,TIN,Quantum Interworks Advertising 4,Unlimited Partnership,76240,0.0,0.19541475091606605,0.48716275270829434,72446.4,12074.400000000001,16292.399999999998,2019
251984844,TIN,Technical Computer Ltd 5,Limited Partnership,80346,0.0,0.24548247448317975,0.7880756471891869,49029.6,8171.5999999999985,400532.4,2019
6454355185,TIN,"Open Networks Unlimited, Inc 6",Sole Proprietorship,93842,0.0,0.02512781697485671,0.7130203046428056,271224.0,45204.00000000001,31972.799999999996,2019
2005194278,TIN,"Continential Automation Unlimited, Inc 9",Chartered Company,116533,0.0,0.3646297536563071,0.11635254655712332,156025.2,26004.2,264364.8,2019
2455605070,TIN,Advanced Byte Firm 7,Subsidiary Company,291506,0.0,0.7089392519203362,0.6528400649754031,241334.40000000002,40222.40000000002,59641.2,2019
1479450289,TIN,Cyber Paradigm Design,Chartered Company,295511,0.0,0.5877756177376005,0.1711161029648258,239091.6,39848.6,217613.99999999997,2019
9007734026,TIN,Key Software 5,Holding Company,177908,0.0,0.02360880444868665,0.15447735538738036,266622.0,44437.0,85554.0,2019
9441028233,TIN,Quantum Server Universal,Chartered Company,162670,0.0,0.822325028765923,0.6806653258980063,154082.4,25680.4,113602.79999999999,2019
3084966811,TIN,Cyber Integrity Universal 7,Holding Company,16777,0.0,0.5009697378128889,0.5974570638334005,333193.2,55532.20000000001,145929.59999999998,2019
5852696930,TIN,Internal Computer Telecom 3,Statutory Company,234361,0.0,0.14505983590521923,0.15262154969755573,184596.00000000003,30766.000000000015,232628.4,2019
4231933624,TIN,Internet Paradigm Concierge 7,Limited Partnership,155420,0.0,0.11105607708345826,0.388437133316888,202633.19999999998,33772.2,421484.4,2019
7883560264,TIN,Certified Paradigm Concierge 3,Chartered Company,283525,0.0,0.03868031288707346,0.49374112628186884,193195.19999999998,32199.199999999997,382585.19999999995,2019
6989845409,TIN,North American Trade Group 9,Subsidiary Company,192044,0.0,0.20311332898970577,0.4416124628431622,317665.2,52944.2,119049.6,2019
2543782976,TIN,Technical Networks Technologies 6,Statutory Company,118496,0.0,0.2556546278447252,0.03669974565777634,247534.8,41255.799999999996,132432.0,2019
4358135995,TIN,Administrative Concierge,Chartered Company,180770,0.0,0.2491695542183316,0.14768929559551688,96882.0,16147.0,403215.6,2019
9171615373,TIN,Global Inc 6,Chartered Company,153190,0.0,0.5950377199607556,0.26646263628137207,275476.8,45912.80000000001,271400.4,2019
682709699,TIN,"External Client Unlimited, Inc 7",Holding Company,227739,0.0,0.8619705831601098,0.14449523069906783,142804.8,23800.799999999996,98123.99999999999,2019
1157870461,TIN,Enigma Wireless Design 5,Statutory Company,90872,0.0,0.3482745978757284,0.5329201366678334,214994.4,35832.39999999999,131540.4,2019
